setid,Solvent: Volume fraction of triethylammonium dihydrogen phosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YcDhS,0,298.15,101,1012.1,Vasantha et al. (2015),Density,Liquid,Crystal of pure component 1,,4,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AADYJk,O,water
YcDhS,0.3,298.15,101,1092,Vasantha et al. (2015),Density,Liquid,Crystal of pure component 1,,4,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AADYJk,O,water
YcDhS,0.5,298.15,101,1123.4,Vasantha et al. (2015),Density,Liquid,Crystal of pure component 1,,4,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AADYJk,O,water
YcDhS,0.7,298.15,101,1149,Vasantha et al. (2015),Density,Liquid,Crystal of pure component 1,,4,AAdrVa,N[C@@H](Cc1c[nH]cn1)C(=O)O,L-histidine,AADYJk,O,water
