setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XeMkU,293.15,0,101,1100.31,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,293.15,0.0593,101,1173.7,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,293.15,0.1959,101,1289.73,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,293.15,0.3595,101,1375.56,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,293.15,0.5086,101,1427.76,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,293.15,0.6325,101,1459.88,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,293.15,0.7778,101,1489.12,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,293.15,0.9378,101,1513.61,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,293.15,1,101,1522.08,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,298.15,0,101,1095.3,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,298.15,0.0593,101,1168.67,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,298.15,0.1959,101,1284.68,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,298.15,0.3595,101,1370.44,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,298.15,0.5086,101,1422.61,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,298.15,0.6325,101,1454.75,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,298.15,0.7778,101,1484.04,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
XeMkU,298.15,0.9378,101,1508.51,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
