setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lEjdr,288.15,0,100,822.3,Zivkovic et al. (2018),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,
lEjdr,288.15,0.1016,100,883.6,Zivkovic et al. (2018),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,
lEjdr,288.15,0.2016,100,938.6,Zivkovic et al. (2018),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,
lEjdr,288.15,0.3005,100,988.2,Zivkovic et al. (2018),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,
lEjdr,288.15,0.3989,100,1033.4,Zivkovic et al. (2018),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,
lEjdr,288.15,0.4975,100,1075,Zivkovic et al. (2018),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,
lEjdr,288.15,0.5956,100,1113.2,Zivkovic et al. (2018),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,
lEjdr,288.15,0.6647,100,1138.5,Zivkovic et al. (2018),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,
lEjdr,288.15,0.7947,100,1182.5,Zivkovic et al. (2018),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,
lEjdr,288.15,0.897,100,1214.1,Zivkovic et al. (2018),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,
