setid,"Temperature, K","Solvent: MolaLity of N,N-dimethylbenzylammonium acetate, mol/kg","MolaLity of D-cellobiose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cCpte,298.15,0.2,0.12371,101,1016.54,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,298.15,0.2,0.13982,101,1018.53,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0,0,101,994.063,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0,0.04565,101,999.945,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0,0.07217,101,1003.3,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0,0.08095,101,1004.4,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0,0.10052,101,1006.83,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0,0.11911,101,1009.13,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0,0.14,101,1011.68,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.05,0,101,995.017,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.05,0.04137,101,1000.22,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.05,0.06856,101,1003.59,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.05,0.07664,101,1004.58,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.05,0.1072,101,1008.3,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.05,0.13185,101,1011.26,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.05,0.15504,101,1014.02,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.1,0,101,995.871,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.1,0.04844,101,1002.02,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.1,0.06493,101,1004.08,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.1,0.08801,101,1006.94,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.1,0.11483,101,1010.23,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.1,0.1218,101,1011.08,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.1,0.16228,101,1015.95,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.15,0,101,996.548,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.15,0.05241,101,1003.21,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.15,0.06799,101,1005.16,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.15,0.09529,101,1008.54,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.15,0.12182,101,1011.79,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.15,0.13153,101,1012.98,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.15,0.13879,101,1013.85,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.2,0,101,997.483,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.2,0.05368,101,1004.39,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.2,0.07104,101,1006.59,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.2,0.08947,101,1008.91,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.2,0.11243,101,1011.77,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.2,0.12371,101,1013.16,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,308.15,0.2,0.13982,101,1015.14,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0,0,101,990.244,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0,0.04565,101,996.094,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0,0.07217,101,999.428,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0,0.08095,101,1000.52,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0,0.10052,101,1002.94,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0,0.11911,101,1005.22,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0,0.14,101,1007.75,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.05,0,101,991.082,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.05,0.04137,101,996.245,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.05,0.06856,101,999.587,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.05,0.07664,101,1000.57,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.05,0.1072,101,1004.26,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.05,0.13185,101,1007.21,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.05,0.15504,101,1009.95,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.1,0,101,991.952,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.1,0.04844,101,998.036,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.1,0.06493,101,1000.08,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.1,0.08801,101,1002.91,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.1,0.11483,101,1006.16,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.1,0.1218,101,1007,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.1,0.16228,101,1011.82,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.15,0,101,992.662,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.15,0.05241,101,999.273,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.15,0.06799,101,1001.21,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.15,0.09529,101,1004.57,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.15,0.12182,101,1007.79,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.15,0.13153,101,1008.96,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.15,0.13879,101,1009.84,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.2,0,101,993.451,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.2,0.05368,101,1000.32,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.2,0.07104,101,1002.5,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
cCpte,318.15,0.2,0.08947,101,1004.8,Singh et al. (2015d),Density,Liquid,ABNqcL,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,D-cellobiose,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
