setid,"MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TTWCe,0.1046,288.15,86.8,796.218,Shekaari et al. (2015f),Density,Liquid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
TTWCe,0.1046,298.15,86.8,785.312,Shekaari et al. (2015f),Density,Liquid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
TTWCe,0.1046,308.15,86.8,774.491,Shekaari et al. (2015f),Density,Liquid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
TTWCe,0.1046,318.15,86.8,763.59,Shekaari et al. (2015f),Density,Liquid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
TTWCe,0.2021,288.15,86.8,803.662,Shekaari et al. (2015f),Density,Liquid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
TTWCe,0.2021,298.15,86.8,792.989,Shekaari et al. (2015f),Density,Liquid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
TTWCe,0.2021,308.15,86.8,782.263,Shekaari et al. (2015f),Density,Liquid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
TTWCe,0.2021,318.15,86.8,771.427,Shekaari et al. (2015f),Density,Liquid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
TTWCe,0.2996,288.15,86.8,810.75,Shekaari et al. (2015f),Density,Liquid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
TTWCe,0.2996,298.15,86.8,800.167,Shekaari et al. (2015f),Density,Liquid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
TTWCe,0.2996,308.15,86.8,789.528,Shekaari et al. (2015f),Density,Liquid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
TTWCe,0.2996,318.15,86.8,778.947,Shekaari et al. (2015f),Density,Liquid,AAHueB,CC#N,acetonitrile,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
