setid,"Temperature, K",Mole fraction of fluorobenzene,"Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YhCXG,282.5,0.875,0.0001125,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AASZAt,Fc1ccccc1,fluorobenzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
YhCXG,297.9,0.875,0.0001137,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AASZAt,Fc1ccccc1,fluorobenzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
YhCXG,315.5,0.874,0.000115,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AASZAt,Fc1ccccc1,fluorobenzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
YhCXG,333.2,0.872,0.0001169,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AASZAt,Fc1ccccc1,fluorobenzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
YhCXG,353.1,0.869,0.0001197,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AASZAt,Fc1ccccc1,fluorobenzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
YhCXG,373,0.865,0.0001231,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AASZAt,Fc1ccccc1,fluorobenzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
