setid,"Temperature, K","Pressure, kPa",Solvent: Mole fraction of benzyl(2-hydroxyethyl)dimethylammonium chloride,Weight fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kZLrL,293.15,101,0.5,0.1005,1255,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
kZLrL,298.15,101,0.5,0.1005,1252,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
kZLrL,303.15,101,0.5,0.1005,1250,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
kZLrL,308.15,101,0.5,0.1005,1247,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
kZLrL,313.15,101,0.5,0.1005,1244,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
kZLrL,318.15,101,0.5,0.1005,1241,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
kZLrL,323.15,101,0.5,0.1005,1238,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
kZLrL,328.15,101,0.5,0.1005,1235,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
kZLrL,333.15,101,0.5,0.1005,1232,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
kZLrL,338.15,101,0.5,0.1005,1229,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
kZLrL,343.15,101,0.5,0.1005,1226,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
kZLrL,348.15,101,0.5,0.1005,1223,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
kZLrL,353.15,101,0.5,0.1005,1220,Florindo et al. (2017),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
