setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dnSSu,303.15,0.1257,101,790.3,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,303.15,0.1587,101,792.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,303.15,0.2261,101,797.4,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,303.15,0.3162,101,803.7,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,308.15,0.0271,101,778.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,308.15,0.0587,101,781,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,308.15,0.0846,101,783,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,308.15,0.1257,101,786,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,308.15,0.1587,101,788.3,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,308.15,0.2261,101,793.1,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,308.15,0.3162,101,799.4,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,313.15,0.0271,101,774.2,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,313.15,0.0587,101,776.7,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,313.15,0.0846,101,778.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,313.15,0.1257,101,781.7,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,313.15,0.1587,101,784,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,313.15,0.2261,101,788.8,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,313.15,0.3162,101,795.1,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,318.15,0.0271,101,769.8,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,318.15,0.0587,101,772.3,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,318.15,0.0846,101,774.2,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,318.15,0.1257,101,777.3,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,318.15,0.1587,101,779.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,318.15,0.2261,101,784.4,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,318.15,0.3162,101,790.8,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
