setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dnSSu,298.15,0.0271,101,787.2,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,298.15,0.0587,101,789.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,298.15,0.0846,101,791.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,298.15,0.1257,101,794.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,298.15,0.1587,101,796.9,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,298.15,0.2261,101,801.7,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,298.15,0.3162,101,807.9,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,303.15,0.0271,101,782.9,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,303.15,0.0587,101,785.4,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
dnSSu,303.15,0.0846,101,787.3,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAIsrh,CCO,ethanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
