setid,"Temperature, K","MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Solvent: MolaLity of tetrapentylammonium acetate, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lmWsu,298.15,0.0001,100,0.01,997.229,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,298.15,0.0002,100,0.01,997.236,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,298.15,0.0003,100,0.01,997.242,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,298.15,0.0004,100,0.01,997.248,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,298.15,0.0005,100,0.01,997.253,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,298.15,0.0006,100,0.01,997.258,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,298.15,0.0007,100,0.01,997.264,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,298.15,0.0008,100,0.01,997.267,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,298.15,0.0009,100,0.01,997.273,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,298.15,0.001,100,0.01,997.277,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,303.15,0.0001,100,0.01,995.929,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,303.15,0.0002,100,0.01,995.936,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,303.15,0.0003,100,0.01,995.942,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,303.15,0.0004,100,0.01,995.948,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,303.15,0.0005,100,0.01,995.953,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,303.15,0.0006,100,0.01,995.958,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,303.15,0.0007,100,0.01,995.963,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,303.15,0.0008,100,0.01,995.967,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,303.15,0.0009,100,0.01,995.973,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,303.15,0.001,100,0.01,995.978,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,308.15,0.0001,100,0.01,994.272,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,308.15,0.0002,100,0.01,994.279,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,308.15,0.0003,100,0.01,994.284,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,308.15,0.0004,100,0.01,994.288,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,308.15,0.0005,100,0.01,994.293,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,308.15,0.0006,100,0.01,994.298,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,308.15,0.0007,100,0.01,994.303,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,308.15,0.0008,100,0.01,994.309,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,308.15,0.0009,100,0.01,994.314,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,308.15,0.001,100,0.01,994.316,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,313.15,0.0001,100,0.01,992.429,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,313.15,0.0002,100,0.01,992.435,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,313.15,0.0003,100,0.01,992.44,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,313.15,0.0004,100,0.01,992.444,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,313.15,0.0005,100,0.01,992.448,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,313.15,0.0006,100,0.01,992.452,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,313.15,0.0007,100,0.01,992.457,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,313.15,0.0008,100,0.01,992.461,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,313.15,0.0009,100,0.01,992.467,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,313.15,0.001,100,0.01,992.47,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,318.15,0.0001,100,0.01,990.416,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,318.15,0.0002,100,0.01,990.423,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,318.15,0.0003,100,0.01,990.428,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,318.15,0.0004,100,0.01,990.435,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,318.15,0.0005,100,0.01,990.441,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,318.15,0.0006,100,0.01,990.446,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,318.15,0.0007,100,0.01,990.453,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,318.15,0.0008,100,0.01,990.458,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,318.15,0.0009,100,0.01,990.462,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
lmWsu,318.15,0.001,100,0.01,990.465,Kaur and Chauhan (2020),Density,Liquid,ABQoBW,CC(=O)[O-].CCCCC[N+](CCCCC)(CCCCC)CCCCC,tetrapentylammonium acetate,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
