setid,Mole fraction of ethanol,Mole fraction of water,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oiWZZ,0.0956,0.7479,101,298.15,1117.47,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.0978,0.3563,101,298.15,1194.7,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1016,0.5285,101,298.15,1177.7,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1017,0.5391,101,298.15,1167.2,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1018,0.8875,101,298.15,987.46,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1026,0.3681,101,298.15,1185.2,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1038,0.1883,101,298.15,1195.9,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1121,0.8389,101,298.15,1029.99,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1155,0.8615,101,298.15,1006.18,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1191,0.7283,101,298.15,1120.32,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1346,0.8542,101,298.15,961.71,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1401,0.8149,101,298.15,1030.49,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1448,0.7692,101,298.15,1053.42,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1526,0.8234,101,298.15,977.12,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1611,0.8289,101,298.15,967.36,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1724,0.7526,101,298.15,1052.28,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1795,0.7752,101,298.15,996.97,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1915,0.6686,101,298.15,1073.34,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1918,0.7872,101,298.15,978.26,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1956,0.1559,101,298.15,1186.8,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.1958,0.7938,101,298.15,937.2,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2017,0.4791,101,298.15,1133.8,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.203,0.4688,101,298.15,1150.2,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2167,0.1646,101,298.15,1170.8,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.218,0.7411,101,298.15,999.41,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2252,0.6969,101,298.15,1016.25,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2264,0.7517,101,298.15,946.76,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2306,0.3039,101,298.15,1165.7,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2316,0.7592,101,298.15,943.82,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2543,0.7045,101,298.15,965.42,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2634,0.7175,101,298.15,952.24,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2651,0.6684,101,298.15,1015.1,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2665,0.7241,101,298.15,913.2,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2888,0.5881,101,298.15,1031.8,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2915,0.1373,101,298.15,1167.5,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2957,0.6843,101,298.15,922.75,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.296,0.2888,101,298.15,1130.8,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.2995,0.412,101,298.15,1121.26,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.3014,0.2759,101,298.15,1147.9,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.3049,0.6587,101,298.15,966.77,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.3108,0.6199,101,298.15,980.74,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.3119,0.6798,101,298.15,918.42,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.3185,0.1432,101,298.15,1144.8,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.34,0.6236,101,298.15,934.66,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.3432,0.6397,101,298.15,926.23,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.3471,0.5398,101,298.15,1032.89,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.3611,0.581,101,298.15,978.46,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.3868,0.5958,101,298.15,896.8,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.3927,0.5022,101,298.15,990.6,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.394,0.2486,101,298.15,1099.1,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.3952,0.5731,101,298.15,936.03,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.3985,0.1166,101,298.15,1141.7,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.4003,0.3599,101,298.15,1062.17,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.4031,0.5369,101,298.15,947.09,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.4061,0.3493,101,298.15,1086.25,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.4164,0.1226,101,298.15,1116.2,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.4352,0.5501,101,298.15,899.92,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.4518,0.4532,101,298.15,992.75,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.4603,0.5328,101,298.15,867.2,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.461,0.4902,101,298.15,942.9,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.4879,0.4235,101,298.15,955.62,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.4947,0.2073,101,298.15,1062.99,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.5002,0.1974,101,298.15,1086.8,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.5036,0.292,101,298.15,1050,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.5051,0.297,101,298.15,1021.7,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.5212,0.1006,101,298.15,1080.4,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.5436,0.4313,101,298.15,878.93,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.5506,0.3715,101,298.15,955.19,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.5592,0.4009,101,298.15,910.29,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.5923,0.1672,101,298.15,1023.83,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.5982,0.2412,101,298.15,984.13,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.6,0.0775,101,298.15,1076.3,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.6,0.158,101,298.15,1048.16,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.6019,0.3773,101,298.15,875.48,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.6035,0.2332,101,298.15,1009.38,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.6176,0.0804,101,298.15,1042,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.6264,0.363,101,298.15,848.24,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.672,0.3194,101,298.15,843.95,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.6912,0.2553,101,298.15,888.15,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.6936,0.1257,101,298.15,978.79,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.6988,0.1807,101,298.15,941.77,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.7009,0.1181,101,298.15,1001.35,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.7012,0.1757,101,298.15,964.43,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.7244,0.0579,101,298.15,991.68,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.7437,0.2119,101,298.15,882.11,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.7572,0.0471,101,298.15,999.85,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.786,0.2079,101,298.15,824.94,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.8189,0.1764,101,298.15,816.07,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.8324,0.1386,101,298.15,848.84,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
oiWZZ,0.8828,0.0463,101,298.15,888.86,Calvar et al. (2009e),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
