setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LOwBc,0.4407,298,101,1173.7,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.448,298,101,1173.3,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.4546,298,101,1172.9,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.4666,298,101,1172.2,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.4894,298,101,1170.6,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.849,298,101,1119,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.8502,298,101,1118.58,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.8516,298,101,1118.07,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.8534,298,101,1117.45,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.8549,298,101,1116.88,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.8816,298,101,1106.89,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.8822,298,101,1106.65,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.8825,298,101,1106.54,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.8826,298,101,1106.47,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.8851,298,101,1105.42,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.8856,298,101,1105.16,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9248,298,101,1081.49,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9253,298,101,1081.18,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9258,298,101,1080.86,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9267,298,101,1080.33,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9271,298,101,1080.05,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9633,298,101,1050.35,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9634,298,101,1050.26,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9638,298,101,1049.89,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.964,298,101,1049.66,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9641,298,101,1049.49,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9812,298,101,1028.27,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9814,298,101,1028.06,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9815,298,101,1027.93,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9816,298,101,1027.69,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LOwBc,0.9816,298,101,1027.73,Malham et al. (2007),Density,Liquid,AADYJk,O,water,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
