setid,Mole fraction of (2-hydroxyethyl)trimethylammonium perfluoropentanoate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
czHeC,0.5,293.15,100,1629.1,Castro et al. (2020),Density,Liquid,ABSgwR,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(2-hydroxyethyl)trimethylammonium perfluoropentanoate,AAyorQ,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentanoic acid,,,
czHeC,0.5,303.15,100,1616.7,Castro et al. (2020),Density,Liquid,ABSgwR,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(2-hydroxyethyl)trimethylammonium perfluoropentanoate,AAyorQ,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentanoic acid,,,
czHeC,0.5,313.15,100,1604.4,Castro et al. (2020),Density,Liquid,ABSgwR,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(2-hydroxyethyl)trimethylammonium perfluoropentanoate,AAyorQ,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentanoic acid,,,
czHeC,0.5,323.15,100,1592.2,Castro et al. (2020),Density,Liquid,ABSgwR,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(2-hydroxyethyl)trimethylammonium perfluoropentanoate,AAyorQ,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentanoic acid,,,
