setid,"Temperature, K","MolaRity of 1-hexyl-3-methylimidazolium chloride, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eMYYw,293.2,0,101,998.23,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.0001,101,998.23,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.00025,101,998.25,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.0005,101,998.29,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.001,101,998.47,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.0025,101,998.51,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.01,101,998.86,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.03,101,999.34,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.08,101,1000.1,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.2,101,1000.49,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.3,101,1000.55,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.4,101,1001.05,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.5,101,1001.09,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,293.2,0.6,101,1001.16,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0,101,997.06,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.0001,101,997.06,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.00025,101,997.07,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.0005,101,997.09,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.001,101,997.31,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.0025,101,997.39,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.01,101,997.54,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.03,101,997.76,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.08,101,998.08,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.2,101,998.26,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.3,101,998.39,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.4,101,998.68,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.5,101,998.74,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,298.2,0.6,101,998.8,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0,101,995.64,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.0001,101,995.64,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.00025,101,995.66,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.0005,101,995.67,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.001,101,995.94,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.0025,101,995.99,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.01,101,996.23,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.03,101,996.4,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.08,101,996.87,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.2,101,996.97,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.3,101,997.01,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.4,101,997.05,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.5,101,997.17,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,303.2,0.6,101,997.26,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0,101,994.04,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.0001,101,994.04,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.00025,101,994.04,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.0005,101,994.05,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.001,101,994.46,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.0025,101,994.52,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.01,101,994.8,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.03,101,994.98,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.08,101,995.16,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.2,101,995.24,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.3,101,995.33,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.4,101,995.41,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.5,101,995.5,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,308.2,0.6,101,995.59,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0,101,992.18,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0.0001,101,992.18,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
eMYYw,313.2,0.00025,101,992.19,Asadabadi et al. (2013),Density,Liquid mixture 1,Liquid mixture 2,,70,AARlpN,Cc1ccccc1,toluene,AADYJk,O,water
