setid,"Temperature, K",Mole fraction of 1-butyl-3-ethylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JSZmg,293.15,0.0508,100,864,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,293.15,0.0973,100,917.4,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,293.15,0.2004,100,1007.5,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,293.15,0.3021,100,1071.4,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,293.15,0.401,100,1118.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,293.15,0.5005,100,1156.1,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,293.15,0.5996,100,1186.1,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,293.15,0.7022,100,1211.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,293.15,0.7998,100,1231.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,293.15,0.92,100,1251.5,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,298.15,0.0508,100,859.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,298.15,0.0973,100,913.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,298.15,0.2004,100,1003.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,298.15,0.3021,100,1067.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,298.15,0.401,100,1115,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,298.15,0.5005,100,1152.5,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,298.15,0.5996,100,1182.4,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,298.15,0.7022,100,1207.7,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,298.15,0.7998,100,1227.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,298.15,0.92,100,1247.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,303.15,0.0508,100,855.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,303.15,0.0973,100,909.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,303.15,0.2004,100,999.7,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,303.15,0.3021,100,1063.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,303.15,0.401,100,1111.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,303.15,0.5005,100,1148.9,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,303.15,0.5996,100,1178.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,303.15,0.7022,100,1204.1,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,303.15,0.7998,100,1224.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,303.15,0.92,100,1244.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,308.15,0.0508,100,851.4,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,308.15,0.0973,100,905,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,308.15,0.2004,100,995.7,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,308.15,0.3021,100,1059.9,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,308.15,0.401,100,1107.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,308.15,0.5005,100,1145.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,308.15,0.5996,100,1175.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,308.15,0.7022,100,1200.5,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,308.15,0.7998,100,1220.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,308.15,0.92,100,1240.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,313.15,0.0508,100,847,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,313.15,0.0973,100,900.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,313.15,0.2004,100,991.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,313.15,0.3021,100,1056,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,313.15,0.401,100,1103.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,313.15,0.5005,100,1141.4,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,313.15,0.5996,100,1171.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,313.15,0.7022,100,1196.9,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,313.15,0.7998,100,1217,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,313.15,0.92,100,1237.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,318.15,0.0508,100,842.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,318.15,0.0973,100,896.5,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,318.15,0.2004,100,987.5,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,318.15,0.3021,100,1052.1,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,318.15,0.401,100,1099.9,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,318.15,0.5005,100,1137.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,318.15,0.5996,100,1168,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,318.15,0.7022,100,1193.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
