setid,"Temperature, K",Mole fraction of 1-butyl-3-ethylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JSZmg,318.15,0.7998,100,1213.3,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,318.15,0.92,100,1233.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,323.15,0.0508,100,838,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,323.15,0.0973,100,892.1,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,323.15,0.2004,100,983.4,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,323.15,0.3021,100,1048.1,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,323.15,0.401,100,1096,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,323.15,0.5005,100,1133.8,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,323.15,0.5996,100,1164.2,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,323.15,0.7022,100,1189.7,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,323.15,0.7998,100,1209.6,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
JSZmg,323.15,0.92,100,1229.9,Belic et al. (2017),Density,Liquid,AAsrvt,CCCC[n+]1ccn(CC)c1.[Br-],1-butyl-3-ethylimidazolium bromide,AAIsrh,CCO,ethanol,,,
