setid,Mole fraction of nonane,Mole fraction of toluene,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pXZgn,0.002,0.197,298.15,101.3,1185,Gonzalez et al. (2010d),Density,Liquid,AARlpN,Cc1ccccc1,toluene,AAYikW,CCCCCCCCC,nonane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
pXZgn,0.003,0.124,298.15,101.3,1198.5,Gonzalez et al. (2010d),Density,Liquid,AARlpN,Cc1ccccc1,toluene,AAYikW,CCCCCCCCC,nonane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
pXZgn,0.004,0.09,298.15,101.3,1204.7,Gonzalez et al. (2010d),Density,Liquid,AARlpN,Cc1ccccc1,toluene,AAYikW,CCCCCCCCC,nonane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
