setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PJwTN,288.15,0,101.3,1209.44,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,288.15,0.1,101.3,1290.55,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,288.15,0.2127,101.3,1354.2,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,288.15,0.3007,101.3,1391.36,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,288.15,0.4227,101.3,1430.92,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,288.15,0.5146,101.3,1454.26,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,288.15,0.6015,101.3,1472.59,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,288.15,0.7004,101.3,1490.3,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,288.15,0.8098,101.3,1506.53,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,288.15,0.8868,101.3,1516.48,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,288.15,1,101.3,1529.16,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,293.15,0,101.3,1204.13,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,293.15,0.1,101.3,1285.24,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
PJwTN,293.15,0.2127,101.3,1348.95,Liu et al. (2021a),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
