setid,Mole fraction of 3-hexyl-1-methylimidazolium acetate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QeQsB,0.064,338.15,96.7,918.6,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.204,303.15,96.7,973.7,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.204,308.15,96.7,969.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.204,313.15,96.7,965.7,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.204,318.15,96.7,962.1,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.204,323.15,96.7,958.3,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.204,328.15,96.7,954.4,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.204,333.15,96.7,950.7,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.204,338.15,96.7,946.8,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.278,303.15,96.7,981,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.278,308.15,96.7,976.6,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.278,313.15,96.7,972.1,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.278,318.15,96.7,968,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.278,323.15,96.7,964.4,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.278,328.15,96.7,960.8,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.278,333.15,96.7,957.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.278,338.15,96.7,954,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.366,303.15,96.7,990.3,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.366,308.15,96.7,985.7,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.366,313.15,96.7,981.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.366,318.15,96.7,977.7,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.366,323.15,96.7,974,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.366,328.15,96.7,970.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.366,333.15,96.7,966.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.366,338.15,96.7,963.4,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.473,303.15,96.7,996,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.473,308.15,96.7,992.1,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.473,313.15,96.7,988.6,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.473,318.15,96.7,985,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.473,323.15,96.7,981.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.473,328.15,96.7,977.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.473,333.15,96.7,974.4,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.473,338.15,96.7,970.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.606,303.15,96.7,1000,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.606,308.15,96.7,997,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.606,313.15,96.7,993.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.606,318.15,96.7,990.1,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.606,323.15,96.7,986.8,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.606,328.15,96.7,983.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.606,333.15,96.7,980.2,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.606,338.15,96.7,976.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.776,303.15,96.7,1007,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.776,308.15,96.7,1004,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.776,313.15,96.7,1000,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.776,318.15,96.7,997,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.776,323.15,96.7,994,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.776,328.15,96.7,990.5,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.776,333.15,96.7,987.3,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.776,338.15,96.7,984.1,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.88,303.15,96.7,1011,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.88,308.15,96.7,1007,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.88,313.15,96.7,1004,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.88,318.15,96.7,1001,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.88,323.15,96.7,998,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.88,328.15,96.7,994,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.88,333.15,96.7,990.9,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,0.88,338.15,96.7,987.6,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,1,303.15,96.7,1014,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,1,308.15,96.7,1011,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,1,313.15,96.7,1008,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,1,318.15,96.7,1005,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,1,323.15,96.7,1002,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,1,328.15,96.7,999,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,1,333.15,96.7,995,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
QeQsB,1,338.15,96.7,992.2,Yang and Feng (2020),Density,Liquid,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
