setid,"Temperature, K","Pressure, kPa",Mole fraction of benzyltributylammonium chloride,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aKigm,283.15,100,0.25,1078,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
aKigm,288.15,100,0.25,1075,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
aKigm,293.15,100,0.25,1071,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
aKigm,298.15,100,0.25,1068,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
aKigm,303.15,100,0.25,1065,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
aKigm,308.15,100,0.25,1062,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
aKigm,313.15,100,0.25,1058,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
aKigm,318.15,100,0.25,1055,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
aKigm,323.15,100,0.25,1052,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
aKigm,328.15,100,0.25,1048,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
aKigm,333.15,100,0.25,1045,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
aKigm,338.15,100,0.25,1042,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
aKigm,343.15,100,0.25,1039,Basaiahgari et al. (2018),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AActxI,OCCOCCOCCO,triethylene glycol,,,
