setid,"Temperature, K","MolaLity of tetraphenylphosphorane bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Vpatj,293.15,0.152,101,961.2,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,298.15,0,101,936.2,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,298.15,0.01406,101,938.1,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,298.15,0.03175,101,940.5,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,298.15,0.04618,101,942.4,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,298.15,0.06104,101,944.4,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,298.15,0.0765,101,946.5,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,298.15,0.09165,101,948.5,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,298.15,0.1064,101,950.5,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,298.15,0.1215,101,952.5,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,298.15,0.1374,101,954.7,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,298.15,0.152,101,956.7,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,303.15,0,101,931.6,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,303.15,0.01406,101,933.5,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,303.15,0.03175,101,935.9,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,303.15,0.04618,101,937.8,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,303.15,0.06104,101,939.8,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,303.15,0.0765,101,941.9,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,303.15,0.09165,101,943.9,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,303.15,0.1064,101,945.9,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,303.15,0.1215,101,948,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,303.15,0.1374,101,950.1,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,303.15,0.152,101,952.1,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,313.15,0,101,922.3,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,313.15,0.01406,101,924.2,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,313.15,0.03175,101,926.6,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,313.15,0.04618,101,928.6,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,313.15,0.06104,101,930.6,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,313.15,0.0765,101,932.7,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,313.15,0.09165,101,934.8,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,313.15,0.1064,101,936.8,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,313.15,0.1215,101,938.9,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,313.15,0.1374,101,941,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,313.15,0.152,101,943,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,323.15,0,101,913.1,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,323.15,0.01406,101,915,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,323.15,0.03175,101,917.4,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,323.15,0.04618,101,919.4,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,323.15,0.06104,101,921.4,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,323.15,0.0765,101,923.5,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,323.15,0.09165,101,925.6,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,323.15,0.1064,101,927.6,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,323.15,0.1215,101,929.7,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,323.15,0.1374,101,931.9,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,323.15,0.152,101,933.9,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,333.15,0,101,903.7,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,333.15,0.01406,101,905.7,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,333.15,0.03175,101,908.1,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,333.15,0.04618,101,910.1,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,333.15,0.06104,101,912.2,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,333.15,0.0765,101,914.3,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,333.15,0.09165,101,916.4,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,333.15,0.1064,101,918.5,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,333.15,0.1215,101,920.6,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,333.15,0.1374,101,922.8,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Vpatj,333.15,0.152,101,924.8,Placzek et al. (2007),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
