setid,"Temperature, K",Weight fraction of 2-aminoethan-1-ol,Weight fraction of 2-hydroxyethanaminium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Qacan,303.15,0.3006,0.2996,101,1180.5,Zhao et al. (2010a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AAcgPC,F[B-](F)(F)F.[NH3+]CCO,2-hydroxyethanaminium tetrafluoroborate
Qacan,313.15,0.3006,0.2996,101,1173.2,Zhao et al. (2010a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AAcgPC,F[B-](F)(F)F.[NH3+]CCO,2-hydroxyethanaminium tetrafluoroborate
Qacan,323.15,0.3006,0.2996,101,1165.9,Zhao et al. (2010a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AAcgPC,F[B-](F)(F)F.[NH3+]CCO,2-hydroxyethanaminium tetrafluoroborate
Qacan,333.15,0.3006,0.2996,101,1158.9,Zhao et al. (2010a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AAcgPC,F[B-](F)(F)F.[NH3+]CCO,2-hydroxyethanaminium tetrafluoroborate
Qacan,343.15,0.3006,0.2996,101,1151.9,Zhao et al. (2010a),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,AADYJk,O,water,AAcgPC,F[B-](F)(F)F.[NH3+]CCO,2-hydroxyethanaminium tetrafluoroborate
