setid,"Temperature, K",Mole fraction of 2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eMJor,298.15,0,101,1016.16,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,298.15,0.1044,101,1104.13,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,298.15,0.1924,101,1155.4,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,298.15,0.305,101,1203.04,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,298.15,0.4234,101,1239.45,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,298.15,0.5031,101,1258.7,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,298.15,0.6252,101,1282.52,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,298.15,0.6899,101,1293.02,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,298.15,0.8015,101,1308.7,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,298.15,0.9149,101,1322,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,298.15,1,101,1330.8,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,308.15,0,101,1008.61,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,308.15,0.1044,101,1096.33,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,308.15,0.1924,101,1147.42,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,308.15,0.305,101,1194.88,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,308.15,0.4234,101,1231.18,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,308.15,0.5031,101,1250.39,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,308.15,0.6252,101,1274.21,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,308.15,0.6899,101,1284.69,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,308.15,0.8015,101,1300.2,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,308.15,0.9149,101,1313.3,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,308.15,1,101,1322,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,318.15,0,101,1000.98,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,318.15,0.1044,101,1088.49,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,318.15,0.1924,101,1139.41,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,318.15,0.305,101,1186.73,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,318.15,0.4234,101,1222.93,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,318.15,0.5031,101,1242.08,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,318.15,0.6252,101,1265.91,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
eMJor,318.15,0.6899,101,1276.34,Domanska et al. (2012e),Density,Liquid,AAXZQi,OCCc1ccccc1,2-phenylethanol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
