setid,Weight fraction of ethyl acetate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AyUNL,0.424,101,313,1012.6,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,0.482,101,313,990.5,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,0.571,101,313,956,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,0.578,101,313,952.9,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,0.61,101,313,943.9,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,0.642,101,313,935.7,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,0.667,101,313,930.5,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,0.694,101,313,924.5,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,0.767,101,313,911.8,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,0.791,101,313,908.3,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,0.838,101,313,900.7,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,0.907,101,313,890.3,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,0.926,101,313,887.5,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
AyUNL,1,101,313,876.6,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,14,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
