setid,Mole fraction of choline lactate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NoctZ,0.1004,293.15,101,885.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.1004,298.15,101,881.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.1004,303.15,101,877.8,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.1004,308.15,101,874,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.1004,313.15,101,869.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.1004,318.15,101,865.8,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.1004,323.15,101,861.8,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.1004,328.15,101,857.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.1004,333.15,101,853.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.1004,338.15,101,849.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.1004,343.15,101,845.8,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2013,293.15,101,951.1,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2013,298.15,101,947.6,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2013,303.15,101,943.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2013,308.15,101,940.2,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2013,313.15,101,936.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2013,318.15,101,932.8,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2013,323.15,101,929.1,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2013,328.15,101,925.4,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2013,333.15,101,921.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2013,338.15,101,918,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2013,343.15,101,914.4,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2987,293.15,101,997.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2987,298.15,101,994.3,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2987,303.15,101,990.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2987,308.15,101,987.2,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2987,313.15,101,983.6,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2987,318.15,101,980,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2987,323.15,101,976.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2987,328.15,101,973,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2987,333.15,101,969.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2987,338.15,101,966,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.2987,343.15,101,962.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.399,293.15,101,1034.4,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.399,298.15,101,1030.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.399,303.15,101,1027.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.399,308.15,101,1024.1,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.399,313.15,101,1020.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.399,318.15,101,1017.3,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.399,323.15,101,1014,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.399,328.15,101,1010.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.399,333.15,101,1007.2,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.399,338.15,101,1003.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.399,343.15,101,1000.6,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.4997,293.15,101,1062.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.4997,298.15,101,1059.4,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.4997,303.15,101,1056,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.4997,308.15,101,1052.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.4997,313.15,101,1049.4,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
