setid,Mole fraction of choline lactate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NoctZ,0.4997,318.15,101,1046.1,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.4997,323.15,101,1042.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.4997,328.15,101,1039.6,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.4997,333.15,101,1036.4,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.4997,338.15,101,1033,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.4997,343.15,101,1029.8,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.6001,293.15,101,1086.2,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.6001,298.15,101,1082.8,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.6001,303.15,101,1079.6,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.6001,308.15,101,1076.3,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.6001,313.15,101,1073.1,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.6001,318.15,101,1069.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.6001,323.15,101,1066.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.6001,328.15,101,1063.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.6001,333.15,101,1060.3,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.6001,338.15,101,1057.1,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.6001,343.15,101,1054,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7004,293.15,101,1104.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7004,298.15,101,1101.6,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7004,303.15,101,1098.4,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7004,308.15,101,1095.2,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7004,313.15,101,1092,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7004,318.15,101,1088.8,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7004,323.15,101,1085.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7004,328.15,101,1082.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7004,333.15,101,1079.4,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7004,338.15,101,1076.3,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7004,343.15,101,1073.2,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7989,293.15,101,1121,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7989,298.15,101,1117.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7989,303.15,101,1114.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7989,308.15,101,1111.3,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7989,313.15,101,1108.2,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7989,318.15,101,1105.1,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7989,323.15,101,1102,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7989,328.15,101,1098.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7989,333.15,101,1095.8,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7989,338.15,101,1092.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.7989,343.15,101,1089.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.8961,293.15,101,1135.6,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.8961,298.15,101,1132.2,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.8961,303.15,101,1128.9,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.8961,308.15,101,1125.8,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.8961,313.15,101,1122.6,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.8961,318.15,101,1119.6,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.8961,323.15,101,1116.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.8961,328.15,101,1113.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.8961,333.15,101,1110.4,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.8961,338.15,101,1107.4,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,0.8961,343.15,101,1104.4,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,1,293.15,101,1145.6,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,1,298.15,101,1142.3,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,1,303.15,101,1139,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,1,308.15,101,1135.8,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,1,313.15,101,1132.7,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,1,318.15,101,1129.6,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,1,323.15,101,1126.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,1,328.15,101,1123.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,1,333.15,101,1120.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,1,338.15,101,1117.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
NoctZ,1,343.15,101,1114.5,Francisco et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,,,
