setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JYSCh,293.15,0.0213,101.3,1041.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,293.15,0.0489,101.3,1081,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,293.15,0.0996,101.3,1123.8,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,293.15,0.1975,101.3,1162.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,293.15,0.2938,101.3,1180,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,293.15,0.3948,101.3,1190.5,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,293.15,0.4809,101.3,1196.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,293.15,0.5724,101.3,1200.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,293.15,0.6552,101.3,1203.6,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,293.15,0.8002,101.3,1207.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,293.15,0.8199,101.3,1207.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,293.15,0.9554,101.3,1210,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,298.15,0.0213,101.3,1039.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,298.15,0.0489,101.3,1078.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,298.15,0.0996,101.3,1120.5,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,298.15,0.1975,101.3,1158.8,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,298.15,0.2938,101.3,1176.5,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,298.15,0.3948,101.3,1187,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,298.15,0.4809,101.3,1192.9,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,298.15,0.5724,101.3,1197.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,298.15,0.6552,101.3,1200.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,298.15,0.8002,101.3,1204,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,298.15,0.8199,101.3,1204.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,298.15,0.9554,101.3,1206.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,303.15,0.0213,101.3,1037.5,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,303.15,0.0489,101.3,1075.4,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
