setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JYSCh,303.15,0.0996,101.3,1117.1,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,303.15,0.1975,101.3,1155.2,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,303.15,0.2938,101.3,1173,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,303.15,0.3948,101.3,1183.6,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,303.15,0.4809,101.3,1189.5,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,303.15,0.5724,101.3,1193.9,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,303.15,0.6552,101.3,1196.9,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,303.15,0.8002,101.3,1200.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,303.15,0.8199,101.3,1201,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,303.15,0.9554,101.3,1203.4,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,308.15,0.0213,101.3,1035.2,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,308.15,0.0489,101.3,1072.4,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,308.15,0.0996,101.3,1113.6,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,308.15,0.1975,101.3,1151.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,308.15,0.2938,101.3,1169.5,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,308.15,0.3948,101.3,1180.2,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,308.15,0.4809,101.3,1186.1,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,308.15,0.5724,101.3,1190.6,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,308.15,0.6552,101.3,1193.6,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,308.15,0.8002,101.3,1197.4,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,308.15,0.8199,101.3,1197.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,308.15,0.9554,101.3,1200.1,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,313.15,0.0213,101.3,1032.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,313.15,0.0489,101.3,1069.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,313.15,0.0996,101.3,1110.1,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,313.15,0.1975,101.3,1148,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,313.15,0.2938,101.3,1166,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,313.15,0.3948,101.3,1176.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,313.15,0.4809,101.3,1182.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,313.15,0.5724,101.3,1187.2,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,313.15,0.6552,101.3,1190.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,313.15,0.8002,101.3,1194.1,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,313.15,0.8199,101.3,1194.4,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,313.15,0.9554,101.3,1196.8,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,318.15,0.0213,101.3,1030.1,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,318.15,0.0489,101.3,1066.2,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,318.15,0.0996,101.3,1106.6,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,318.15,0.1975,101.3,1144.4,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,318.15,0.2938,101.3,1162.5,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,318.15,0.3948,101.3,1173.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,318.15,0.4809,101.3,1179.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,318.15,0.5724,101.3,1183.9,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,318.15,0.6552,101.3,1186.9,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,318.15,0.8002,101.3,1190.8,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,318.15,0.8199,101.3,1191.1,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JYSCh,318.15,0.9554,101.3,1193.6,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
