setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MvzYD,293.15,0.0816,100,859,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,293.15,0.1604,100,894.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,293.15,0.2391,100,925.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,293.15,0.3502,100,965.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,293.15,0.4409,100,994.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,293.15,0.5592,100,1027.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,293.15,0.6508,100,1050.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,293.15,0.7395,100,1071.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,293.15,0.8502,100,1093.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,293.15,0.9391,100,1110,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,293.15,1,100,1120.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,298.15,0.0816,100,855.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,298.15,0.1604,100,890.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,298.15,0.2391,100,921.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,298.15,0.3502,100,961.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,298.15,0.4409,100,990.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,298.15,0.5592,100,1023.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,298.15,0.6508,100,1047.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,298.15,0.7395,100,1067.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,298.15,0.8502,100,1090.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,298.15,0.9391,100,1107.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,298.15,1,100,1117.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,303.15,0.0816,100,851.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,303.15,0.1604,100,886.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,303.15,0.2391,100,917.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,303.15,0.3502,100,957.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,303.15,0.4409,100,986.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
MvzYD,303.15,0.5592,100,1019.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAThYT,CCCCCCO,hexan-1-ol,,,
