setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rMTtj,283.15,0.05709,100,995.4,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,283.15,0.1013,100,1024.9,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,283.15,0.20565,100,1087.1,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,283.15,0.29232,100,1132,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,283.15,0.39,100,1177.2,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,283.15,0.49196,100,1219.3,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,283.15,0.58574,100,1254.3,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,283.15,0.68272,100,1287.2,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,283.15,0.80566,100,1325.9,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,283.15,0.89917,100,1352.5,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,283.15,0.97111,100,1371.7,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.057,100,985.7,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.10276,100,1016.4,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.18421,100,1065.5,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.19821,100,1073.5,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.29631,100,1124.8,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.31487,100,1133.8,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.39134,100,1168.8,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.49234,100,1210.7,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.58388,100,1245,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.58653,100,1246,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.59987,100,1250.8,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.66443,100,1272.8,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.68142,100,1278.5,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.79676,100,1314.5,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.83991,100,1327.4,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.89203,100,1342.1,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,293.15,0.95234,100,1358.4,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
rMTtj,303.15,0.0572,100,976.6,Trenzado et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
