setid,Weight fraction of water,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aTkdC,0.00124,100,298.15,1053,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
aTkdC,0.00269,100,298.15,1052.9,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
aTkdC,0.00423,100,298.15,1052.8,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
aTkdC,0.00567,100,298.15,1052.6,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
aTkdC,0.00714,100,298.15,1052.5,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
