setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yaLLd,298.15,0,101.3,781.123,Singh et al. (2013),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
yaLLd,298.15,0.0482,101.3,835.17,Singh et al. (2013),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
yaLLd,298.15,0.0965,101.3,880.673,Singh et al. (2013),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
yaLLd,298.15,0.1938,101.3,955.343,Singh et al. (2013),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
yaLLd,298.15,0.2928,101.3,1013.5,Singh et al. (2013),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
yaLLd,298.15,0.3902,101.3,1059.05,Singh et al. (2013),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
yaLLd,298.15,0.496,101.3,1099.29,Singh et al. (2013),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
yaLLd,298.15,0.5903,101.3,1128.6,Singh et al. (2013),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
yaLLd,298.15,0.6902,101.3,1154.5,Singh et al. (2013),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
yaLLd,298.15,0.7978,101.3,1178,Singh et al. (2013),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
