setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hRQDy,293.15,0,100,1069.8,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,293.15,0.034,100,1099,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,293.15,0.073,100,1129,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,293.15,0.12,100,1160,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,293.15,0.174,100,1189,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,293.15,0.241,100,1220.1,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,293.15,0.322,100,1249.4,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,293.15,0.425,100,1279,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,293.15,0.559,100,1308.9,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,293.15,0.74,100,1339.9,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,293.15,1,100,1370.7,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,298.15,0,100,1063.2,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,298.15,0.034,100,1093,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
hRQDy,298.15,0.073,100,1123,Chen et al. (2018b),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AARQqy,COC(=O)OC,dimethyl carbonate,,,
