setid,Weight fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pxgZW,0,298.15,101,915.97,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.1386,298.15,101,964.5,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.254,298.15,101,996,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.4326,298.15,101,1046,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.5703,298.15,101,1084.6,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.622,298.15,101,1098.9,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.6699,298.15,101,1112.2,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.7149,298.15,101,1124.8,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.7526,298.15,101,1136,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.7875,298.15,101,1144.9,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.8204,298.15,101,1154,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.8766,298.15,101,1169.5,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.9243,298.15,101,1182.9,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,0.9648,298.15,101,1197.7,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
pxgZW,1,298.15,101,1211,Tian et al. (2008),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
