setid,Solvent: Weight fraction of lithium nitrate,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NmANQ,0,298.15,0.1031,101,998.29,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,298.15,0.3601,101,1001.17,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,298.15,0.54,101,1003.12,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,298.15,0.732,101,1005.14,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,298.15,0.922,101,1007.06,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,298.15,1.0244,101,1008.08,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,298.15,1.2087,101,1009.85,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,298.15,1.3605,101,1011.27,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,303.15,0.1031,101,996.88,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,303.15,0.3601,101,999.71,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,303.15,0.54,101,1001.62,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,303.15,0.732,101,1003.59,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,303.15,0.922,101,1005.47,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,303.15,1.0244,101,1006.45,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,303.15,1.2087,101,1008.18,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,303.15,1.3605,101,1009.56,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,308.15,0.1031,101,995.24,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,308.15,0.3601,101,998.01,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,308.15,0.54,101,999.89,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,308.15,0.732,101,1001.83,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,308.15,0.922,101,1003.7,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,308.15,1.0244,101,1004.69,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,308.15,1.2087,101,1006.43,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,308.15,1.3605,101,1007.82,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,313.15,0.1031,101,993.3,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,313.15,0.3601,101,996.08,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,313.15,0.54,101,997.97,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,313.15,0.732,101,999.92,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,313.15,0.922,101,1001.8,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,313.15,1.0244,101,1002.78,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,313.15,1.2087,101,1004.5,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,313.15,1.3605,101,1005.88,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,318.15,0.1031,101,991.27,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,318.15,0.3601,101,994.02,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,318.15,0.54,101,995.9,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,318.15,0.732,101,997.85,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,318.15,0.922,101,999.73,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,318.15,1.0244,101,1000.71,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,318.15,1.2087,101,1002.43,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0,318.15,1.3605,101,1003.81,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,298.15,0.1075,101,1018.4,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,298.15,0.3617,101,1021.15,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,298.15,0.5169,101,1022.81,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,298.15,0.7383,101,1025.09,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,298.15,0.934,101,1026.98,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,298.15,1.0197,101,1027.79,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,298.15,1.2011,101,1029.45,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,298.15,1.3579,101,1030.84,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,303.15,0.1075,101,1016.78,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,303.15,0.3617,101,1019.47,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,303.15,0.5169,101,1021.12,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,303.15,0.7383,101,1023.38,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,303.15,0.934,101,1025.28,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,303.15,1.0197,101,1026.08,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,303.15,1.2011,101,1027.74,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,303.15,1.3579,101,1029.14,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,308.15,0.1075,101,1014.75,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,308.15,0.3617,101,1017.46,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,308.15,0.5169,101,1019.12,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
NmANQ,0.05,308.15,0.7383,101,1021.4,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AANNYY,O=[N+]([O-])[O-].[Li+],lithium nitrate,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
