setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bymRD,298.15,0.6175,101,1218,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,298.15,0.7915,101,1249,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,298.15,0.9139,101,1268,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,298.15,0.9581,101,1274,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,298.15,1,101,1280,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0,101,1024,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.0115,101,1031,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.0257,101,1040,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.0702,101,1063,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.1017,101,1078,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.1498,101,1099,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.243,101,1132,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.282,101,1143,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.3482,101,1160,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.4709,101,1188,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.6175,101,1217,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.7915,101,1246,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.9139,101,1265,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,0.9581,101,1271,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,303.15,1,101,1276,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0,101,1019,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.0115,101,1028,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.0257,101,1037,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.0702,101,1060,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.1017,101,1075,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.1498,101,1096,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.243,101,1128,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.282,101,1140,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.3482,101,1157,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.4709,101,1185,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.6175,101,1214,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.7915,101,1244,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.9139,101,1262,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,0.9581,101,1268,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,308.15,1,101,1273,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0,101,1015,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.0115,101,1026,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.0257,101,1035,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.0702,101,1059,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.1017,101,1073,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.1498,101,1093,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.243,101,1125,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.282,101,1137,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.3482,101,1154,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.4709,101,1182,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.6175,101,1212,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.7915,101,1241,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.9139,101,1259,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,0.9581,101,1264,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
bymRD,313.15,1,101,1269,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
