setid,"Temperature, K",Mole fraction of propylene carbonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BELmL,283.15,0.8427,101,1228.23,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.8893,101,1225.48,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.9259,101,1222.79,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.9554,101,1220.2,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.9797,101,1217.97,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,1,101,1215.57,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0,101,1244,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.0266,101,1243.7,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.0513,101,1243.4,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.0755,101,1243.1,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.1231,101,1242.5,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.1825,101,1241.8,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.2548,101,1240.8,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.3178,101,1239.73,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.3778,101,1238.81,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.4859,101,1236.47,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.5725,101,1234.4,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.6971,101,1230.4,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.7812,101,1226.82,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.8427,101,1223.51,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.8893,101,1220.62,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.9259,101,1217.79,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.9554,101,1215.07,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,0.9797,101,1212.73,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,288.15,1,101,1210.21,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0,101,1240.7,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.0266,101,1240.3,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.0513,101,1240,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.0755,101,1239.6,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.1231,101,1239,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.1825,101,1238.2,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.2548,101,1237.1,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.3178,101,1236.01,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.3778,101,1235.04,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.4859,101,1232.54,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.5725,101,1230.34,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.6971,101,1226.09,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.7812,101,1222.31,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.8427,101,1218.83,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.8893,101,1215.78,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.9259,101,1212.81,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.9554,101,1209.96,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,0.9797,101,1207.51,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,293.15,1,101,1204.88,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0,101,1237.3,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.0266,101,1236.9,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.0513,101,1236.5,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.0755,101,1236.2,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.1231,101,1235.5,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.1825,101,1234.7,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.2548,101,1233.49,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.3178,101,1232.32,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.3778,101,1231.27,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.4859,101,1228.62,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.5725,101,1226.28,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.6971,101,1221.79,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.7812,101,1217.81,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.8427,101,1214.15,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.8893,101,1210.95,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.9259,101,1207.84,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.9554,101,1204.85,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,0.9797,101,1202.3,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,298.15,1,101,1199.55,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0,101,1233.9,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.0266,101,1233.5,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.0513,101,1233.1,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.0755,101,1232.7,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.1231,101,1232.1,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.1825,101,1231.1,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.2548,101,1229.88,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,303.15,0.3178,101,1228.64,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
