setid,"Temperature, K",Mole fraction of propylene carbonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BELmL,278.15,0,101,1251,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.0266,101,1250.7,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.0513,101,1250.4,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.0755,101,1250.1,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.1231,101,1249.6,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.1825,101,1248.9,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.2548,101,1248,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.3178,101,1247.2,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.3778,101,1246.4,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.4859,101,1244.38,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.5725,101,1242.6,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.6971,101,1239.08,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.7812,101,1235.9,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.8427,101,1232.95,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.8893,101,1230.36,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.9259,101,1227.81,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.9554,101,1225.35,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,0.9797,101,1223.22,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,278.15,1,101,1220.93,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0,101,1247.5,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.0266,101,1247.1,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.0513,101,1246.8,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.0755,101,1246.5,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.1231,101,1246,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.1825,101,1245.3,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.2548,101,1244.4,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.3178,101,1243.45,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.3778,101,1242.61,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.4859,101,1240.42,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.5725,101,1238.5,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.6971,101,1234.73,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
BELmL,283.15,0.7812,101,1231.35,Lehmann et al. (2010),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
