setid,"Temperature, K",Mole fraction of 1-butyl-2-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YoYvN,298.15,0,101,1180.05,Fernandez et al. (2015),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
YoYvN,298.15,0.0285,101,1183.58,Fernandez et al. (2015),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
YoYvN,298.15,0.0525,101,1185.77,Fernandez et al. (2015),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
YoYvN,298.15,0.1047,101,1189.24,Fernandez et al. (2015),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
YoYvN,298.15,0.199,101,1193.48,Fernandez et al. (2015),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
YoYvN,298.15,0.2963,101,1196.66,Fernandez et al. (2015),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
YoYvN,298.15,0.3889,101,1198.55,Fernandez et al. (2015),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
YoYvN,298.15,0.499,101,1199.85,Fernandez et al. (2015),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
YoYvN,298.15,0.5982,101,1200.43,Fernandez et al. (2015),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
YoYvN,298.15,0.6943,101,1201.01,Fernandez et al. (2015),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
