setid,"Temperature, K",Mole fraction of 1-ethylpyridinium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tFeyj,293.15,0.1,100,870.31,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,293.15,0.1988,100,921.34,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,293.15,0.298,100,962.74,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,293.15,0.3997,100,997.58,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,293.15,0.4992,100,1025.5,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,293.15,0.5971,100,1048.5,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,293.15,0.6989,100,1069.8,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,293.15,0.8053,100,1089.6,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,293.15,0.8905,100,1104,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,293.15,1,100,1121.6,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,298.15,0,100,799.58,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,298.15,0.1,100,866.55,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,298.15,0.1988,100,917.75,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,298.15,0.298,100,959.28,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,298.15,0.3997,100,994.1,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,298.15,0.4992,100,1022,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,298.15,0.5971,100,1045.2,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,298.15,0.6989,100,1066.6,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,298.15,0.8053,100,1086.4,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,298.15,0.8905,100,1100.9,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,298.15,1,100,1118.5,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,303.15,0,100,795.55,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,303.15,0.1,100,862.78,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,303.15,0.1988,100,914.16,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,303.15,0.298,100,955.82,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,303.15,0.3997,100,990.83,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,303.15,0.4992,100,1018.9,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,303.15,0.5971,100,1041.9,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,303.15,0.6989,100,1063.4,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,303.15,0.8053,100,1083.2,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,303.15,0.8905,100,1097.7,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,303.15,1,100,1115.3,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,308.15,0,100,791.47,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,308.15,0.1,100,859.01,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,308.15,0.1988,100,910.57,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,308.15,0.298,100,952.37,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,308.15,0.3997,100,987.48,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,308.15,0.4992,100,1015.2,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,308.15,0.5971,100,1038.7,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,308.15,0.6989,100,1060.2,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,308.15,0.8053,100,1080,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,308.15,0.8905,100,1094.5,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,308.15,1,100,1112.2,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,313.15,0,100,787.36,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,313.15,0.1,100,855.22,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,313.15,0.1988,100,906.98,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,313.15,0.298,100,948.92,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,313.15,0.3997,100,984.13,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,313.15,0.4992,100,1012.3,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,313.15,0.5971,100,1035.4,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,313.15,0.6989,100,1056.9,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,313.15,0.8053,100,1076.8,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,313.15,0.8905,100,1091.3,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,313.15,1,100,1109,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,318.15,0,100,783.2,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,318.15,0.1,100,851.42,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,318.15,0.1988,100,903.39,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,318.15,0.298,100,945.48,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,318.15,0.3997,100,980.79,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,318.15,0.4992,100,1009,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,318.15,0.5971,100,1032.2,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,318.15,0.6989,100,1053.8,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,318.15,0.8053,100,1073.7,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,318.15,0.8905,100,1088.2,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
tFeyj,318.15,1,100,1105.9,Xing et al. (2017),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAhaEl,CC[n+]1ccccc1.N#C[N-]C#N,1-ethylpyridinium dicyanamide,,,
