setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
byhHg,303.15,0.9402,100,1098.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,303.15,1,100,1114.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,308.15,0.0818,100,845,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,308.15,0.1583,100,868.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,308.15,0.2414,100,894.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,308.15,0.3482,100,926.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,308.15,0.4414,100,954.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,308.15,0.5593,100,988.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,308.15,0.6481,100,1014.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,308.15,0.7414,100,1040.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,308.15,0.8496,100,1070.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,308.15,0.9402,100,1095.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,308.15,1,100,1111.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,313.15,0.0818,100,841.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,313.15,0.1583,100,865.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,313.15,0.2414,100,890.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,313.15,0.3482,100,922.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,313.15,0.4414,100,950.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,313.15,0.5593,100,984.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,313.15,0.6481,100,1010.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,313.15,0.7414,100,1036.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,313.15,0.8496,100,1067,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,313.15,0.9402,100,1091.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,313.15,1,100,1107.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,318.15,0.0818,100,837.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,318.15,0.1583,100,861.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,318.15,0.2414,100,887,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,318.15,0.3482,100,919.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,318.15,0.4414,100,946.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,318.15,0.5593,100,981.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,318.15,0.6481,100,1007,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,318.15,0.7414,100,1033.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,318.15,0.8496,100,1063.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,318.15,0.9402,100,1088.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,318.15,1,100,1104.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,323.15,0.0818,100,834.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,323.15,0.1583,100,858,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,323.15,0.2414,100,883.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,323.15,0.3482,100,915.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,323.15,0.4414,100,943.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,323.15,0.5593,100,977.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,323.15,0.6481,100,1003.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,323.15,0.7414,100,1030,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,323.15,0.8496,100,1060.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,323.15,0.9402,100,1085.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
byhHg,323.15,1,100,1101.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAeWzK,CCCCCCCCCCO,decan-1-ol,,,
