setid,"Temperature, K","Mole fraction of trihexyl(tetradecyl)phosphonium 1,2,3-triazolide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LtnXq,323.15,0.8,100,939.3,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,323.15,0.9,100,909.4,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,328.15,0.1,100,1306.5,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,328.15,0.278,100,1170.1,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,328.15,0.612,100,1001.8,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,328.15,0.699,100,969.2,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,328.15,0.8,100,936.2,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,328.15,0.9,100,906.4,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,333.15,0.1,100,1302.2,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,333.15,0.278,100,1166.2,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,333.15,0.612,100,998.5,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,333.15,0.699,100,966,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,333.15,0.8,100,933.1,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,333.15,0.9,100,903.4,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,338.15,0.1,100,1297.9,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,338.15,0.278,100,1162.4,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,338.15,0.612,100,995.2,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,338.15,0.699,100,962.8,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,338.15,0.8,100,930,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,338.15,0.9,100,900.4,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,343.15,0.1,100,1293.6,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,343.15,0.278,100,1158.5,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,343.15,0.612,100,991.9,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,343.15,0.699,100,959.6,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,343.15,0.8,100,927,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,343.15,0.9,100,897.4,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,348.15,0.1,100,1289.3,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,348.15,0.278,100,1154.7,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,348.15,0.612,100,988.6,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,348.15,0.699,100,956.4,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,348.15,0.8,100,923.9,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,348.15,0.9,100,894.4,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,353.15,0.1,100,1285.1,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,353.15,0.278,100,1150.9,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,353.15,0.612,100,985.4,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,353.15,0.699,100,953.3,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,353.15,0.8,100,920.9,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
LtnXq,353.15,0.9,100,891.4,Fillion and Brennecke (2017),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
