setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FBRpN,293.15,0.3507,101.3,1058.22,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,293.15,0.4065,101.3,1064.89,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,293.15,0.4242,101.3,1066.59,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,293.15,0.5065,101.3,1076.27,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0,101.3,1006.66,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.0199,101.3,1009.45,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.03,101.3,1010.92,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.0399,101.3,1012.36,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.0498,101.3,1013.86,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.0799,101.3,1018.12,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.121,101.3,1023.92,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.2011,101.3,1034.78,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.2499,101.3,1041.12,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.3032,101.3,1047.86,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.3507,101.3,1053.64,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.4065,101.3,1060.3,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.4242,101.3,1062.01,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,298.15,0.5065,101.3,1071.68,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0,101.3,1002.02,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.0199,101.3,1004.83,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.03,101.3,1006.3,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.0399,101.3,1007.73,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.0498,101.3,1009.24,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.0799,101.3,1013.5,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.121,101.3,1019.3,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.2011,101.3,1030.17,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.2499,101.3,1036.53,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.3032,101.3,1043.26,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.3507,101.3,1049.04,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.4065,101.3,1055.69,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.4242,101.3,1057.41,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,303.15,0.5065,101.3,1067.08,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0,101.3,997.38,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.0199,101.3,1000.2,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.03,101.3,1001.67,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.0399,101.3,1003.11,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.0498,101.3,1004.62,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.0799,101.3,1008.88,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.121,101.3,1014.69,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.2011,101.3,1025.57,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.2499,101.3,1031.93,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.3032,101.3,1038.65,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.3507,101.3,1044.44,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.4065,101.3,1051.09,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.4242,101.3,1052.8,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,308.15,0.5065,101.3,1062.48,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0,101.3,992.75,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.0199,101.3,995.57,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.03,101.3,997.05,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.0399,101.3,998.49,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.0498,101.3,999.99,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.0799,101.3,1004.26,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.121,101.3,1010.08,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.2011,101.3,1020.96,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.2499,101.3,1027.32,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.3032,101.3,1034.05,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.3507,101.3,1039.84,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.4065,101.3,1046.5,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.4242,101.3,1048.2,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,313.15,0.5065,101.3,1057.88,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,318.15,0,101.3,988.12,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,318.15,0.0199,101.3,990.94,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
FBRpN,318.15,0.03,101.3,992.42,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAqmFh,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",,,
