setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rSlAb,328.15,0,101,1082.4,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,328.15,0.102,101,1071.6,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,328.15,0.1981,101,1059.9,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,328.15,0.279,101,1049.3,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,328.15,0.3596,101,1035.6,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,328.15,0.4741,101,1013.6,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,328.15,0.6028,101,981,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,328.15,0.6867,101,953.9,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,328.15,0.7678,101,920.9,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,328.15,0.8503,101,878.5,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,328.15,0.9327,101,822,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,328.15,1,101,758.6,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,343.15,0,101,1072.77,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,343.15,0.102,101,1061.9,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,343.15,0.1981,101,1050.2,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,343.15,0.279,101,1039.6,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,343.15,0.3596,101,1025.8,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,343.15,0.4741,101,1003.6,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,343.15,0.6028,101,970.7,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,343.15,0.6867,101,943.3,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,343.15,0.7678,101,909.9,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,343.15,0.8503,101,866.9,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,343.15,0.9327,101,809.4,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
rSlAb,343.15,1,101,744.5,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
