setid,Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qeQnq,0.004117,298.15,101,784.24,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,0.008445,298.15,101,791.63,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,0.01744,298.15,101,806.26,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,0.03816,298.15,101,836.42,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,0.06486,298.15,101,869.76,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,0.09763,298.15,101,903.86,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,0.1399,298.15,101,939.67,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,0.1943,298.15,101,975.94,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,0.2712,298.15,101,1014.86,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,0.3907,298.15,101,1056.74,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,0.5902,298.15,101,1100.5,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,0.7435,298.15,101,1122.1,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,0.8889,298.15,101,1137.2,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
qeQnq,1,298.15,101,1146.3,Stoppa et al. (2009),Density,Liquid,AAHueB,CC#N,acetonitrile,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
