setid,"Temperature, K",Mole fraction of 1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Abmnd,293.15,0,100,789,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,0.0561,100,874,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,0.1077,100,933,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,0.1523,100,975,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,0.2079,100,1016,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,0.2537,100,1045,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,0.3084,100,1074,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,0.4033,100,1114,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,0.5077,100,1148,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,0.6042,100,1172,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,0.7053,100,1193,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,0.8055,100,1211,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,0.9053,100,1225,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,293.15,1,100,1237,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0,100,785,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0.0561,100,870,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0.1077,100,930,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0.1523,100,971,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0.2079,100,1013,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0.2537,100,1041,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0.3084,100,1070,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0.4033,100,1110,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0.5077,100,1144,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0.6042,100,1169,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0.7053,100,1190,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0.8055,100,1208,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,0.9053,100,1222,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,298.15,1,100,1234,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0,100,781,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0.0561,100,866,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0.1077,100,925,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0.1523,100,967,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0.2079,100,1009,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0.2537,100,1038,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0.3084,100,1067,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0.4033,100,1107,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0.5077,100,1141,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0.6042,100,1166,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0.7053,100,1187,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0.8055,100,1204,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,0.9053,100,1219,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,303.15,1,100,1231,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0,100,776,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0.0561,100,862,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0.1077,100,922,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0.1523,100,963,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0.2079,100,1005,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0.2537,100,1034,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0.3084,100,1063,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0.4033,100,1103,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0.5077,100,1137,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0.6042,100,1162,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0.7053,100,1184,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0.8055,100,1201,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,0.9053,100,1216,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,308.15,1,100,1228,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,0,100,772,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,0.0561,100,858,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,0.1077,100,918,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,0.1523,100,960,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,0.2079,100,1002,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
Abmnd,313.15,0.2537,100,1030,Krolikowska et al. (2021b),Density,Liquid,AAxEby,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,AAIsrh,CCO,ethanol,,,
