setid,"Temperature, K",Mole fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QXdLe,288.15,0,101,1260.33,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,288.15,0.0559,101,1259.04,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,288.15,0.1084,101,1257.8,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,288.15,0.2076,101,1255.12,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,288.15,0.2997,101,1252.05,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,288.15,0.408,101,1247.41,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,288.15,0.5038,101,1241.91,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,288.15,0.6003,101,1234.21,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,288.15,0.7052,101,1221.39,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,288.15,0.8095,101,1198.77,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,288.15,0.9018,101,1155.9,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,288.15,0.9533,101,1104.38,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,288.15,1,101,999.1,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,298.15,0,101,1252.98,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,298.15,0.0559,101,1251.78,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,298.15,0.1084,101,1250.57,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,298.15,0.2076,101,1247.82,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,298.15,0.2997,101,1244.68,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,298.15,0.408,101,1239.95,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,298.15,0.5038,101,1234.36,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,298.15,0.6003,101,1226.56,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
QXdLe,298.15,0.7052,101,1213.67,Gonzalez et al. (2012b),Density,Liquid,AADYJk,O,water,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,,,
