setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gwTCO,303.15,0.928,101,1200.51,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,313.15,0.052,101,839.44,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,313.15,0.1001,101,889.694,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,313.15,0.1948,101,965.738,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,313.15,0.2926,101,1023.18,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,313.15,0.4211,101,1078.41,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,313.15,0.4994,101,1104.55,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,313.15,0.5864,101,1128.79,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,313.15,0.6705,101,1148.76,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,313.15,0.7771,101,1169.85,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,313.15,0.853,101,1182.68,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,313.15,0.928,101,1193.9,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,323.15,0.052,101,831.13,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,323.15,0.1001,101,881.888,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,323.15,0.1948,101,958.529,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,323.15,0.2926,101,1015.98,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,323.15,0.4211,101,1071.24,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,323.15,0.4994,101,1097.26,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,323.15,0.5864,101,1121.56,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,323.15,0.6705,101,1141.66,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,323.15,0.7771,101,1162.78,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,323.15,0.853,101,1175.66,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,323.15,0.928,101,1186.93,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
