setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gwTCO,303.15,0.052,101,847.832,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,303.15,0.1001,101,897.797,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,303.15,0.1948,101,973.476,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,303.15,0.2926,101,1030.72,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,303.15,0.4211,101,1085.7,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,303.15,0.4994,101,1111.76,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,303.15,0.5864,101,1135.86,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,303.15,0.6705,101,1155.66,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,303.15,0.7771,101,1176.64,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
gwTCO,303.15,0.853,101,1189.35,Garcia-Mardones et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
