setid,"Solvent: MolaLity of methyltributylammonium chloride, mol/kg","Temperature, K","MolaLity of .alpha.-D-lactose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ffaPL,0,298.15,0.0785,100,1008.76,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,298.15,0.0981,100,1011.56,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,303.15,0,100,995.65,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,303.15,0.0195,100,998.65,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,303.15,0.0392,100,1001.6,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,303.15,0.0588,100,1004.49,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,303.15,0.0785,100,1007.32,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,303.15,0.0981,100,1010.11,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,308.15,0,100,994.03,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,308.15,0.0195,100,997.02,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,308.15,0.0392,100,999.95,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,308.15,0.0588,100,1002.83,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,308.15,0.0785,100,1005.65,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,308.15,0.0981,100,1008.41,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,313.15,0,100,992.22,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,313.15,0.0195,100,995.17,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,313.15,0.0392,100,997.65,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,313.15,0.0588,100,1000.72,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,313.15,0.0785,100,1003.76,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0,313.15,0.0981,100,1006.82,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,293.15,0,100,999.96,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,293.15,0.0196,100,1002.96,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,293.15,0.0392,100,1005.91,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,293.15,0.0588,100,1008.8,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,293.15,0.0785,100,1011.64,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,293.15,0.0982,100,1014.44,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,298.15,0,100,998.52,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,298.15,0.0196,100,1001.51,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,298.15,0.0392,100,1004.45,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,298.15,0.0588,100,1007.35,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,298.15,0.0785,100,1010.16,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,298.15,0.0982,100,1012.94,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,303.15,0,100,997.24,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,303.15,0.0196,100,1000.22,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,303.15,0.0392,100,1003.15,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,303.15,0.0588,100,1006.02,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,303.15,0.0785,100,1008.85,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,303.15,0.0982,100,1011.62,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,308.15,0,100,995.74,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,308.15,0.0196,100,998.71,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,308.15,0.0392,100,1001.62,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,308.15,0.0588,100,1004.49,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,308.15,0.0785,100,1007.29,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,308.15,0.0982,100,1010.04,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,313.15,0,100,993.69,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,313.15,0.0196,100,996.64,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,313.15,0.0392,100,999.53,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,313.15,0.0588,100,1002.37,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,313.15,0.0785,100,1005.14,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.02,313.15,0.0982,100,1007.87,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.039,293.15,0,100,1000.48,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.039,293.15,0.0195,100,1003.47,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.039,293.15,0.0392,100,1006.39,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.039,293.15,0.0588,100,1009.27,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.039,293.15,0.0785,100,1012.09,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.039,293.15,0.0981,100,1014.86,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.039,298.15,0,100,999.75,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.039,298.15,0.0195,100,1002.72,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
ffaPL,0.039,298.15,0.0392,100,1005.64,Sharma et al. (2022c),Density,Liquid,ABNqKD,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,.alpha.-D-lactose,AAtSLY,CCCC[N+](C)(CCCC)CCCC.[Cl-],methyltributylammonium chloride,AADYJk,O,water
