setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OakPJ,293.15,0,101,962.3,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,293.15,0.1002,101,1063.5,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,293.15,0.1996,101,1138,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,293.15,0.3004,101,1196.8,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,293.15,0.3995,101,1243,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,293.15,0.5001,101,1281.6,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,293.15,0.6,101,1313.1,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,293.15,0.7011,101,1340,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,293.15,0.7996,101,1362.5,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,293.15,0.8997,101,1382.3,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,293.15,1,101,1399.8,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,298.15,0,101,958.6,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,298.15,0.1002,101,1059.5,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,298.15,0.1996,101,1133.9,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,298.15,0.3004,101,1192.5,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,298.15,0.3995,101,1238.7,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,298.15,0.5001,101,1277.3,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,298.15,0.6,101,1308.6,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,298.15,0.7011,101,1335.6,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,298.15,0.7996,101,1358.2,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,298.15,0.8997,101,1378,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,298.15,1,101,1395.2,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,303.15,0,101,954.8,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
OakPJ,303.15,0.1002,101,1055.6,Neale et al. (2017),Density,Liquid,AAUprP,N#CCCCCC#N,hexanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
