setid,"Temperature, K","MolaLity of tetra-sec-butyl ammonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sHhAp,278.15,0.009699,74.7,1000.43,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,278.15,0.019807,74.7,1000.92,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,278.15,0.040663,74.7,1002,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,278.15,0.049825,74.7,1002.49,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,278.15,0.059796,74.7,1003.02,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,278.15,0.070274,74.7,1003.58,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,278.15,0.07997,74.7,1004.11,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,278.15,0.089844,74.7,1004.68,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,278.15,0.101799,74.7,1005.32,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,283.15,0.009699,74.7,1000.15,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,283.15,0.019807,74.7,1000.64,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,283.15,0.040663,74.7,1001.68,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,283.15,0.049825,74.7,1002.14,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,283.15,0.059796,74.7,1002.66,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,283.15,0.070274,74.7,1003.21,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,283.15,0.07997,74.7,1003.75,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,283.15,0.089844,74.7,1004.31,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,283.15,0.101799,74.7,1004.97,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,288.15,0.009699,74.7,999.553,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,288.15,0.019807,74.7,1000.03,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,288.15,0.040663,74.7,1001.04,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
sHhAp,288.15,0.049825,74.7,1001.5,Moreno et al. (2015),Density,Liquid,AADYJk,O,water,ABJzCd,CCC(C)[N+](C(C)CC)(C(C)CC)C(C)CC.[Br-],tetra-sec-butyl ammonium bromide,,,
