setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VOeKK,288.15,0,100,1126.5,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
VOeKK,288.15,0.0998,100,1121.3,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
VOeKK,288.15,0.2015,100,1116.1,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
VOeKK,288.15,0.3102,100,1110.5,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
VOeKK,288.15,0.4104,100,1105.3,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
VOeKK,288.15,0.4996,100,1100.8,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
VOeKK,288.15,0.6088,100,1095.1,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
VOeKK,288.15,0.7065,100,1090.1,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
VOeKK,288.15,0.7989,100,1085.3,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
VOeKK,288.15,0.9017,100,1080.1,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
VOeKK,288.15,1,100,1075,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
VOeKK,298.15,0,100,1120.8,Shirazi et al. (2023),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
