setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NwzEs,283.15,0,101,797.96,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,283.15,0.0504,101,847.78,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,283.15,0.1001,101,884.18,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,283.15,0.2012,101,942.86,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,283.15,0.3003,101,985.28,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,283.15,0.3945,101,1018.13,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,283.15,0.5007,101,1047.54,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,283.15,0.6016,101,1069.35,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,283.15,0.7018,101,1087.23,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,283.15,0.8045,101,1102.15,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,283.15,0.8971,101,1113.1,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,283.15,0.951,101,1119.2,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,283.15,1,101,1124.5,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,0,101,789.45,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,0.0504,101,839.72,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,0.1001,101,876.43,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,0.2012,101,935.56,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,0.3003,101,978.31,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,0.3945,101,1011.37,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,0.5007,101,1040.96,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,0.6016,101,1063.41,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,0.7018,101,1080.86,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,0.8045,101,1095.86,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,0.8971,101,1106.9,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,0.951,101,1113,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,293.15,1,101,1118.3,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,303.15,0,101,780.85,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,303.15,0.0504,101,831.59,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,303.15,0.1001,101,868.67,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,303.15,0.2012,101,928.27,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,303.15,0.3003,101,971.36,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,303.15,0.3945,101,1004.65,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,303.15,0.5007,101,1034.42,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,303.15,0.6016,101,1057.36,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
NwzEs,303.15,0.7018,101,1074.56,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAIsrh,CCO,ethanol,,,
