setid,Mole fraction of diethylammonium nitrate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jdjTc,0.0499,303.15,101,1200,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0499,308.15,101,1196.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0499,313.15,101,1193.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0499,318.15,101,1190.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0499,323.15,101,1187.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0499,328.15,101,1184.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0499,333.15,101,1181.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0499,338.15,101,1179,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0499,343.15,101,1176.1,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0499,348.15,101,1173.3,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0499,353.15,101,1170.4,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,293.15,101,1198.1,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,298.15,101,1195,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,303.15,101,1191.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,308.15,101,1188.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,313.15,101,1185.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,318.15,101,1182.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,323.15,101,1179.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,328.15,101,1176.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,333.15,101,1174,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,338.15,101,1171.1,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,343.15,101,1168.2,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,348.15,101,1165.3,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.0998,353.15,101,1162.5,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,293.15,101,1189.4,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,298.15,101,1186.3,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,303.15,101,1183.2,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,308.15,101,1180.2,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,313.15,101,1177.2,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,318.15,101,1174.2,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,323.15,101,1171.2,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,328.15,101,1168.3,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,333.15,101,1165.4,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,338.15,101,1162.5,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,343.15,101,1159.6,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,348.15,101,1156.7,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1499,353.15,101,1153.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,293.15,101,1182.1,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,298.15,101,1179,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,303.15,101,1176,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,308.15,101,1172.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,313.15,101,1169.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,318.15,101,1166.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,323.15,101,1164,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,328.15,101,1161.1,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,333.15,101,1158.2,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,338.15,101,1155.3,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,343.15,101,1152.4,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,348.15,101,1149.6,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.1999,353.15,101,1146.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,293.15,101,1174,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,298.15,101,1170.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,303.15,101,1167.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,308.15,101,1164.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,313.15,101,1161.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,318.15,101,1158.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,323.15,101,1155.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,328.15,101,1152.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,333.15,101,1150,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,338.15,101,1147.1,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,343.15,101,1144.3,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,348.15,101,1141.5,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2501,353.15,101,1138.6,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,293.15,101,1169.1,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,298.15,101,1166,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,303.15,101,1162.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,308.15,101,1159.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,313.15,101,1156.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,318.15,101,1154,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,323.15,101,1151,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,328.15,101,1148.1,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,333.15,101,1145.2,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,338.15,101,1142.3,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,343.15,101,1139.5,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,348.15,101,1136.6,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.2998,353.15,101,1133.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,293.15,101,1161,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,298.15,101,1157.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,303.15,101,1154.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,308.15,101,1151.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,313.15,101,1148.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,318.15,101,1145.8,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,323.15,101,1142.9,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,328.15,101,1140,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,333.15,101,1137.1,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,338.15,101,1134.2,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,343.15,101,1131.3,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,348.15,101,1128.4,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
jdjTc,0.3501,353.15,101,1125.3,Canongia Lopes et al. (2016),Density,Liquid,AAaJVB,CC[NH2+]CC.O=[N+]([O-])[O-],diethylammonium nitrate,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
