setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
skngH,298.15,0,101,1427.86,Gonzalez and Gonzalez (2014),Density,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
skngH,298.15,0.016,101,1425.68,Gonzalez and Gonzalez (2014),Density,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
skngH,298.15,0.0703,101,1418.06,Gonzalez and Gonzalez (2014),Density,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
skngH,298.15,0.0986,101,1413.89,Gonzalez and Gonzalez (2014),Density,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
skngH,298.15,0.2816,101,1380.66,Gonzalez and Gonzalez (2014),Density,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
skngH,298.15,0.4082,101,1349.44,Gonzalez and Gonzalez (2014),Density,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
skngH,298.15,0.5143,101,1315.09,Gonzalez and Gonzalez (2014),Density,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
skngH,298.15,0.6077,101,1275.55,Gonzalez and Gonzalez (2014),Density,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
skngH,298.15,0.7059,101,1219.23,Gonzalez and Gonzalez (2014),Density,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
skngH,298.15,0.8034,101,1138.92,Gonzalez and Gonzalez (2014),Density,Liquid,AAIsrh,CCO,ethanol,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
