setid,"MolaLity of 1-ethyl-3-methylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GeiUe,0,298.15,99.7,997.05,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,
GeiUe,0.15,298.15,99.7,1004.96,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,
GeiUe,0.3,298.15,99.7,1012.56,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,
GeiUe,0.45,298.15,99.7,1019.92,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,
GeiUe,0.6,298.15,99.7,1027.01,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,
GeiUe,0.7,298.15,99.7,1031.63,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,
GeiUe,0.8,298.15,99.7,1036.11,Zhao et al. (2019),Density,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,
