setid,Mole fraction of acetophenone,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YtpCf,0.1024,318.15,100,1376.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,318.15,10000,1383.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,318.15,15000,1386.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,318.15,20000,1389.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,318.15,25000,1392.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,318.15,30000,1395.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,318.15,35000,1398.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,318.15,40000,1401.6,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,318.15,45000,1404.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,318.15,50000,1407.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,348.15,100,1350.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,348.15,10000,1357.9,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,348.15,15000,1361.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,348.15,20000,1365.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,348.15,25000,1368.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,348.15,30000,1371.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,348.15,35000,1374.9,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,348.15,40000,1377.9,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,348.15,45000,1381,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.1024,348.15,50000,1383.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,298.15,100,1376,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,298.15,10000,1382.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,298.15,15000,1385.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,298.15,20000,1388.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,298.15,25000,1391.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,298.15,30000,1394.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,298.15,35000,1396.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,298.15,40000,1399.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,298.15,45000,1402.2,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,298.15,50000,1404.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,318.15,100,1359,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,318.15,10000,1365.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,318.15,15000,1369.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,318.15,20000,1372.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,318.15,25000,1375.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,318.15,30000,1378.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,318.15,35000,1381.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,318.15,40000,1383.9,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,318.15,45000,1386.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,318.15,50000,1389.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,348.15,100,1333,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,348.15,10000,1340.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,348.15,15000,1344,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,348.15,20000,1347.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,348.15,25000,1350.9,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,348.15,30000,1354.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,348.15,35000,1357.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,348.15,40000,1360.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,348.15,45000,1363.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.2007,348.15,50000,1366.2,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,298.15,100,1355.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,298.15,10000,1361.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,298.15,15000,1364.8,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,298.15,20000,1367.9,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,298.15,25000,1370.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,298.15,30000,1373.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,298.15,35000,1376.2,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,298.15,40000,1379,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,298.15,45000,1381.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,298.15,50000,1384.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,318.15,100,1338.4,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,318.15,10000,1345.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,318.15,15000,1348.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,318.15,20000,1351.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,318.15,25000,1354.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,318.15,30000,1357.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,318.15,35000,1360.5,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,318.15,40000,1363.3,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,318.15,45000,1366.1,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
YtpCf,0.3001,318.15,50000,1368.7,Widowati and Lee (2012),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,
