setid,"Temperature, K","Pressure, kPa",Mole fraction of tetrapropylammonium bromide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ryDqP,293.15,86,0.5,1181.5,Omar and Sadeghi (2020b),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
ryDqP,298.15,86,0.5,1177.3,Omar and Sadeghi (2020b),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
ryDqP,303.15,86,0.5,1174.1,Omar and Sadeghi (2020b),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
ryDqP,308.15,86,0.5,1171.5,Omar and Sadeghi (2020b),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
ryDqP,313.15,86,0.5,1168.4,Omar and Sadeghi (2020b),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
ryDqP,318.15,86,0.5,1165.2,Omar and Sadeghi (2020b),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
ryDqP,323.15,86,0.5,1162,Omar and Sadeghi (2020b),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
ryDqP,328.15,86,0.5,1158.8,Omar and Sadeghi (2020b),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
ryDqP,333.15,86,0.5,1155.6,Omar and Sadeghi (2020b),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AAruUX,O=C(O)C(O)(c1ccccc1)c1ccccc1,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",,,
