setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Wripd,293.15,0,101,782,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
Wripd,293.15,0.0506,101,936.84,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
Wripd,293.15,0.1242,101,1078.45,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
Wripd,293.15,0.2041,101,1175.48,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
Wripd,293.15,0.341,101,1275.66,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
Wripd,293.15,0.5016,101,1343.88,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
Wripd,293.15,0.6525,101,1384.46,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
Wripd,293.15,0.7861,101,1410.16,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
Wripd,293.15,0.9575,101,1434.22,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
Wripd,293.15,1,101,1439.23,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
Wripd,298.15,0,101,776.6,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
Wripd,298.15,0.0506,101,931.39,Geppert-Rybczynska and Sitarek (2014),Density,Liquid,AAHueB,CC#N,acetonitrile,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
