setid,"MolaLity of tetrapropylammonium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
viula,0.02013,298.15,101,-0.403,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
viula,0.04041,298.15,101,-0.817,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
viula,0.0635,298.15,101,-1.287,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
viula,0.0844,298.15,101,-1.711,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
viula,0.10254,298.15,101,-2.076,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
viula,0.12061,298.15,101,-2.436,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
viula,0.14287,298.15,101,-2.881,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
