setid,"Temperature, K",Mole fraction of butylammonium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rOSSs,293.15,0.029,101.3,817.08,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,293.15,0.0583,101.3,824.15,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,293.15,0.1003,101.3,833.62,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,293.15,0.1981,101.3,853.55,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,293.15,0.2981,101.3,871.49,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,293.15,0.399,101.3,887.71,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,293.15,0.497,101.3,901.99,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,293.15,0.6489,101.3,921.84,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,293.15,0.7984,101.3,939.21,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,293.15,0.9003,101.3,949.8,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,298.15,0.029,101.3,813.28,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,298.15,0.0583,101.3,820.36,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,298.15,0.1003,101.3,829.88,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,298.15,0.1981,101.3,849.9,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,298.15,0.2981,101.3,867.92,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,298.15,0.399,101.3,884.21,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,298.15,0.497,101.3,898.53,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,298.15,0.6489,101.3,918.48,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,298.15,0.7984,101.3,935.95,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,298.15,0.9003,101.3,946.58,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,303.15,0.029,101.3,809.45,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,303.15,0.0583,101.3,816.55,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,303.15,0.1003,101.3,826.11,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,303.15,0.1981,101.3,846.22,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,303.15,0.2981,101.3,864.33,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,303.15,0.399,101.3,880.69,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,303.15,0.497,101.3,895.09,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,303.15,0.6489,101.3,915.12,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,303.15,0.7984,101.3,932.68,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,303.15,0.9003,101.3,943.37,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,308.15,0.029,101.3,805.57,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,308.15,0.0583,101.3,812.7,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,308.15,0.1003,101.3,822.23,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,308.15,0.1981,101.3,842.52,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,308.15,0.2981,101.3,860.72,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,308.15,0.399,101.3,877.17,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,308.15,0.497,101.3,891.62,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,308.15,0.6489,101.3,911.75,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,308.15,0.7984,101.3,929.4,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,308.15,0.9003,101.3,940.16,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,313.15,0.029,101.3,801.67,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,313.15,0.0583,101.3,808.82,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,313.15,0.1003,101.3,818.46,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,313.15,0.1981,101.3,838.78,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,313.15,0.2981,101.3,857.08,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,313.15,0.399,101.3,873.62,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,313.15,0.497,101.3,888.15,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,313.15,0.6489,101.3,908.37,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,313.15,0.7984,101.3,926.1,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
rOSSs,313.15,0.9003,101.3,936.93,Xu et al. (2012b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAZfnG,CC(=O)[O-].CCCC[NH3+],butylammonium acetate,,,
