setid,"Temperature, K",Mole fraction of 1-butyl-3-methyl-1H-imidazolium dimethylphosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ENgVs,293.15,0.2,101,1026.82,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,293.15,0.4,101,1098.17,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,293.15,0.596,101,1132.47,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,293.15,0.797,101,1152.25,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,298.15,0.2,101,1022.93,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,298.15,0.4,101,1094.6,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,298.15,0.596,101,1129.08,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,298.15,0.797,101,1148.95,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,303.15,0.2,101,1018.99,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,303.15,0.4,101,1091.05,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,303.15,0.596,101,1125.66,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,303.15,0.797,101,1145.63,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,308.15,0.2,101,1015.51,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,308.15,0.4,101,1087.49,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,308.15,0.596,101,1122.25,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,308.15,0.797,101,1142.3,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,313.15,0.2,101,1011.77,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,313.15,0.4,101,1083.94,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,313.15,0.596,101,1118.85,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,313.15,0.797,101,1138.97,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,318.15,0.2,101,1008,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,318.15,0.4,101,1080.37,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,318.15,0.596,101,1115.46,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,318.15,0.797,101,1135.64,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,323.15,0.2,101,1004.23,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,323.15,0.4,101,1076.77,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,323.15,0.596,101,1112.09,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ENgVs,323.15,0.797,101,1132.32,Gong et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
