setid,"Mole fraction of 1,3-dimethylimidazolium methylsulfate","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rXRcJ,0.066,298.15,101,919.8,Domanska et al. (2006b),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
rXRcJ,0.1288,298.15,101,1005.1,Domanska et al. (2006b),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
rXRcJ,0.2143,298.15,101,1088.5,Domanska et al. (2006b),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
rXRcJ,0.3051,298.15,101,1148.9,Domanska et al. (2006b),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
rXRcJ,0.407,298.15,101,1197.8,Domanska et al. (2006b),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
rXRcJ,0.4969,298.15,101,1229.3,Domanska et al. (2006b),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
rXRcJ,0.5984,298.15,101,1257.9,Domanska et al. (2006b),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
rXRcJ,0.7065,298.15,101,1282.5,Domanska et al. (2006b),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
rXRcJ,0.8163,298.15,101,1302,Domanska et al. (2006b),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
rXRcJ,0.9198,298.15,101,1318.3,Domanska et al. (2006b),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
